Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Nicole,2021-03-16 01:31:27,00:00:04,,Temporada 1 (Trailer): Sky Rojo,TRAILER,DefaultWidevineAndroidPhone,00:00:03,Not latest view,BR (Brazil)
Nicole,2021-03-16 01:26:46,00:00:12,,Flagrantes de Família: Temporada 2 (Trailer),TRAILER,DefaultWidevineAndroidPhone,00:00:11,00:00:11,BR (Brazil)
Nicole,2021-03-16 01:19:06,00:01:27,Autoplayed: user action: None; ,Temporada 2 (Trailer): Love Alarm,TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:01:27,00:01:27,BR (Brazil)
Nicole,2021-03-16 01:11:42,00:07:11,,The One: Temporada 1: Episódio 8 (Episódio 8),,Netflix Chrome MAC (Cadmium) HTML 5,00:41:59,00:41:59,BR (Brazil)
Nicole,2021-03-16 01:08:35,00:01:32,Autoplayed: user action: None; ,Temporada 1 (Clipe): Quem Casa Quer Casa,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:00,00:00:00,BR (Brazil)
Nicole,2021-03-15 01:17:29,00:34:38,Autoplayed: user action: None; ,The One: Temporada 1: Episódio 8 (Episódio 8),,Netflix Chrome MAC (Cadmium) HTML 5,00:34:48,Not latest view,BR (Brazil)
Nicole,2021-03-15 00:30:24,00:41:00,,The One: Temporada 1: Episódio 7 (Episódio 7),,Netflix Chrome MAC (Cadmium) HTML 5,00:41:00,00:41:00,BR (Brazil)
Nicole,2021-03-15 00:30:09,00:00:07,Autoplayed: user action: None; ,Trailer: Malcolm & Marie,TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:07,00:00:07,BR (Brazil)
Nicole,2021-03-14 17:23:17,00:00:07,Autoplayed: user action: None; ,Trailer: Malcolm & Marie,TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:07,Not latest view,BR (Brazil)
Nicole,2021-03-14 16:34:42,00:37:07,Autoplayed: user action: None; ,The One: Temporada 1: Episódio 6 (Episódio 6),,Netflix Chrome MAC (Cadmium) HTML 5,00:37:15,00:37:15,BR (Brazil)
Nicole,2021-03-14 16:30:41,00:03:57,,The One: Temporada 1: Episódio 5 (Episódio 5),,Netflix Chrome MAC (Cadmium) HTML 5,00:40:11,00:40:11,BR (Brazil)
Nicole,2021-03-14 16:30:22,00:00:07,Autoplayed: user action: None; ,Trailer: Malcolm & Marie,TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:07,Not latest view,BR (Brazil)
Nicole,2021-03-14 00:43:05,00:37:03,Autoplayed: user action: None; ,The One: Temporada 1: Episódio 5 (Episódio 5),,Netflix Chrome MAC (Cadmium) HTML 5,00:37:08,Not latest view,BR (Brazil)
Nicole,2021-03-13 23:53:07,00:40:46,,The One: Temporada 1: Episódio 4 (Episódio 4),,Netflix Chrome MAC (Cadmium) HTML 5,00:41:09,00:41:09,BR (Brazil)
Nicole,2021-03-13 19:26:37,00:42:22,Autoplayed: user action: None; ,The One: Temporada 1: Episódio 3 (Episódio 3),,Netflix Chrome MAC (Cadmium) HTML 5,00:42:27,00:42:27,BR (Brazil)
Nicole,2021-03-13 18:42:58,00:41:25,Autoplayed: user action: None; ,The One: Temporada 1: Episódio 2 (Episódio 2),,Netflix Chrome MAC (Cadmium) HTML 5,00:41:30,00:41:30,BR (Brazil)
Nicole,2021-03-13 18:17:31,00:23:44,,The One: Temporada 1: Episódio 1 (Episódio 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:42:49,00:42:49,BR (Brazil)
Nicole,2021-03-13 18:16:32,00:00:23,,The One: Temporada 1: Episódio 4 (Episódio 4),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:23,Not latest view,BR (Brazil)
Nicole,2021-03-13 03:54:05,00:01:52,Autoplayed: user action: None; ,The One: Temporada 1: Episódio 4 (Episódio 4),,Netflix Chrome MAC (Cadmium) HTML 5,00:02:00,Not latest view,BR (Brazil)
Nicole,2021-03-13 03:11:42,00:42:22,Autoplayed: user action: None; ,The One: Temporada 1: Episódio 3 (Episódio 3),,Netflix Chrome MAC (Cadmium) HTML 5,00:42:27,Not latest view,BR (Brazil)
Nicole,2021-03-13 02:30:16,00:41:25,Autoplayed: user action: None; ,The One: Temporada 1: Episódio 2 (Episódio 2),,Netflix Chrome MAC (Cadmium) HTML 5,00:41:30,Not latest view,BR (Brazil)
Nicole,2021-03-13 01:46:30,00:42:50,,The One: Temporada 1: Episódio 1 (Episódio 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:42:50,Not latest view,BR (Brazil)
Nicole,2021-03-13 01:45:53,00:00:21,Autoplayed: user action: None; ,The One: Hook 3 Supposed To Love Me,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:21,00:00:21,BR (Brazil)
Nicole,2021-03-13 01:43:57,00:00:21,Autoplayed: user action: None; ,The One: Hook 3 Supposed To Love Me,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:21,Not latest view,BR (Brazil)
Nicole,2021-03-13 01:32:13,00:00:07,Autoplayed: user action: None; ,Trailer: Loucura de Amor,TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:07,00:00:07,BR (Brazil)
Nicole,2021-03-13 01:31:52,00:00:05,,Um príncipe em Nova York,,Netflix Chrome MAC (Cadmium) HTML 5,00:00:05,00:00:05,BR (Brazil)
Nicole,2021-03-12 02:50:00,00:00:09,,Duck Butter_hook_01_16x9,HOOK,DefaultWidevineAndroidPhone,00:00:09,00:00:09,BR (Brazil)
Nicole,2021-03-12 02:49:29,00:00:04,,Ponte Aérea_hook_02_16x9,HOOK,DefaultWidevineAndroidPhone,00:00:04,00:00:04,BR (Brazil)
Nicole,2021-03-12 02:46:44,00:01:30,,Easy: Temporada 1: A p**ra do estudo (Episódio 1),,DefaultWidevineAndroidPhone,00:08:58,00:08:58,BR (Brazil)
Nicole,2021-03-12 02:46:36,00:00:05,,Easy: Temporada 3 (Trailer),TRAILER,DefaultWidevineAndroidPhone,00:00:04,00:00:04,BR (Brazil)
Nicole,2021-03-12 02:46:04,00:00:15,,Millennials: Season 1_hook_primary_16x9,HOOK,DefaultWidevineAndroidPhone,00:00:23,00:00:23,BR (Brazil)
Nicole,2021-03-12 02:44:14,00:00:05,,Trailer: O Maior Roubo de Arte de Todos os Tempos,TRAILER,DefaultWidevineAndroidPhone,00:00:05,00:00:05,BR (Brazil)
Nicole,2021-03-12 02:43:39,00:00:04,,Parte 3 (Trailer): Reunião de Família,TRAILER,DefaultWidevineAndroidPhone,00:00:00,00:00:00,BR (Brazil)
Nicole,2021-03-12 02:43:32,00:00:05,,Just In Time_hook_primary_16x9,HOOK,DefaultWidevineAndroidPhone,00:00:05,00:00:05,BR (Brazil)
Nicole,2021-03-12 02:43:15,00:00:11,,Trailer: Abla Fahita: Drama Queen,TRAILER,DefaultWidevineAndroidPhone,00:00:11,00:00:11,BR (Brazil)
Nicole,2021-03-12 02:42:46,00:00:12,,Who's the Boss_hook_primary_16x9,HOOK,DefaultWidevineAndroidPhone,00:00:11,00:00:11,BR (Brazil)
Nicole,2021-03-12 02:42:34,00:00:11,,Temporada 1 (Trailer): Família em Concerto,TRAILER,DefaultWidevineAndroidPhone,00:00:10,00:00:10,BR (Brazil)
Nicole,2021-03-12 02:42:17,00:00:04,,Temporada 1 (Trailer): Eu Vi: América Latina,TRAILER,DefaultWidevineAndroidPhone,00:00:04,00:00:04,BR (Brazil)
Nicole,2021-03-12 02:42:10,00:00:06,,Trailer: Os Segredos de Madame Claude,TRAILER,DefaultWidevineAndroidPhone,00:00:06,Not latest view,BR (Brazil)
Nicole,2021-03-12 02:41:52,00:00:09,,Sem Filhos (Trailer),TRAILER,DefaultWidevineAndroidPhone,00:00:09,00:00:09,BR (Brazil)
Nicole,2021-03-12 02:41:34,00:00:06,,Trailer: Até o Céu,TRAILER,DefaultWidevineAndroidPhone,00:00:00,Not latest view,BR (Brazil)
Nicole,2021-03-12 02:41:23,00:00:05,,Coleção 2 (Trailer): The Big Day,TRAILER,DefaultWidevineAndroidPhone,00:00:05,00:00:05,BR (Brazil)
Nicole,2021-03-12 02:41:07,00:00:08,,Trailer: Na Mesma Onda,TRAILER,DefaultWidevineAndroidPhone,00:00:08,Not latest view,BR (Brazil)
Nicole,2021-03-12 02:40:48,00:00:12,,Trailer: A Semana da Minha Vida,TRAILER,DefaultWidevineAndroidPhone,00:00:11,Not latest view,BR (Brazil)
Nicole,2021-03-12 02:40:16,00:00:26,,Temporada 1 (Trailer): Polos Opostos,TRAILER,DefaultWidevineAndroidPhone,00:00:26,00:00:26,BR (Brazil)
Nicole,2021-03-12 02:40:06,00:00:04,,Temporada 2 (Trailer): Love Alarm,TRAILER,DefaultWidevineAndroidPhone,00:00:04,Not latest view,BR (Brazil)
Nicole,2021-03-12 02:39:48,00:00:11,,Deadly Illusions_hook_primary_16x9,HOOK,DefaultWidevineAndroidPhone,00:00:11,00:00:11,BR (Brazil)
Nicole,2021-03-12 02:39:39,00:00:07,,Teaser: Histórias para Vestir,TEASER_TRAILER,DefaultWidevineAndroidPhone,00:00:07,00:00:07,BR (Brazil)
Nicole,2021-03-12 02:39:33,00:00:05,,Temporada 1 (Trailer): Sky Rojo,TRAILER,DefaultWidevineAndroidPhone,00:00:04,Not latest view,BR (Brazil)
Nicole,2021-03-12 02:39:23,00:00:09,,Temporada 1 (Trailer): The One,TRAILER,DefaultWidevineAndroidPhone,00:00:09,00:00:09,BR (Brazil)
Nicole,2021-03-12 02:31:58,00:06:52,,Pelas Ruas de Paris,,DefaultWidevineAndroidPhone,01:24:22,01:24:22,BR (Brazil)
Nicole,2021-03-12 02:31:28,00:00:23,,365 Days_hook_02_16x9,HOOK,DefaultWidevineAndroidPhone,00:00:22,00:00:22,BR (Brazil)
Nicole,2021-03-12 02:31:19,00:00:08,,Jonas (Trailer),TRAILER,DefaultWidevineAndroidPhone,00:00:08,00:00:08,BR (Brazil)
Nicole,2021-03-12 02:30:56,00:00:21,,365 Days_hook_02_16x9,HOOK,DefaultWidevineAndroidPhone,00:00:21,Not latest view,BR (Brazil)
Nicole,2021-03-11 01:36:47,00:20:59,Autoplayed: user action: None; ,Fate: A Saga Winx: Temporada 1: Seja qual for a verdade (Episódio 5),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:05,00:21:05,BR (Brazil)
Nicole,2021-03-11 01:20:43,00:15:56,,Fate: A Saga Winx: Temporada 1: Assassino na escola (Episódio 4),,Netflix Chrome MAC (Cadmium) HTML 5,00:44:29,00:44:29,BR (Brazil)
Nicole,2021-03-11 01:17:05,00:00:45,Autoplayed: user action: None; ,Modern Family: Season 1_hook_primary_16x9,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:45,Not latest view,BR (Brazil)
Nicole,2021-03-11 00:52:28,00:24:36,,Por Trás de Seus Olhos: Minissérie: Por trás de seus olhos (Episódio 6),,Netflix Chrome MAC (Cadmium) HTML 5,00:48:57,00:48:57,BR (Brazil)
Nicole,2021-03-10 02:05:36,00:24:39,Autoplayed: user action: None; ,Por Trás de Seus Olhos: Minissérie: Por trás de seus olhos (Episódio 6),,Netflix Chrome MAC (Cadmium) HTML 5,00:24:46,Not latest view,BR (Brazil)
Nicole,2021-03-10 01:54:48,00:09:34,,Por Trás de Seus Olhos: Minissérie: A segunda porta (Episódio 5),,Netflix Chrome MAC (Cadmium) HTML 5,00:44:34,00:44:34,BR (Brazil)
Nicole,2021-03-10 01:54:18,00:00:27,Autoplayed: user action: None; ,INVISIBLECITY_S1_CLIP_MAINCHARACTER,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:27,00:00:27,BR (Brazil)
Nicole,2021-03-09 23:37:08,00:00:01,,A Lenda de Korra: Livro 3: Mudança: O clã de metal (Episódio 5),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:01,00:00:01,BR (Brazil)
Nicole,2021-03-09 01:13:31,00:20:19,,Por Trás de Seus Olhos: Minissérie: A segunda porta (Episódio 5),,Netflix Chrome MAC (Cadmium) HTML 5,00:35:00,Not latest view,BR (Brazil)
Nicole,2021-03-08 01:32:36,00:14:30,Autoplayed: user action: None; ,Por Trás de Seus Olhos: Minissérie: A segunda porta (Episódio 5),,Netflix Chrome MAC (Cadmium) HTML 5,00:14:41,Not latest view,BR (Brazil)
Nicole,2021-03-08 00:41:33,00:51:02,Autoplayed: user action: None; ,Por Trás de Seus Olhos: Minissérie: Rob (Episódio 4),,Netflix Chrome MAC (Cadmium) HTML 5,00:51:13,00:51:13,BR (Brazil)
Nicole,2021-03-07 23:53:10,00:48:22,,Por Trás de Seus Olhos: Minissérie: A primeira porta (Episódio 3),,Netflix Chrome MAC (Cadmium) HTML 5,00:48:22,00:48:22,BR (Brazil)
Nicole,2021-03-07 20:13:18,00:02:11,Autoplayed: user action: None; ,Trailer: Eu Me Importo,TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:00,00:00:00,BR (Brazil)
Nicole,2021-03-07 19:25:11,00:47:51,Autoplayed: user action: None; ,Por Trás de Seus Olhos: Minissérie: Escolhendo os sonhos (Episódio 2),,Netflix Chrome MAC (Cadmium) HTML 5,00:47:58,00:47:58,BR (Brazil)
Nicole,2021-03-07 19:16:49,00:08:21,,Por Trás de Seus Olhos: Minissérie: Encontros ao acaso (Episódio 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:48:39,00:48:39,BR (Brazil)
Nicole,2021-03-07 19:15:48,00:00:27,Autoplayed: user action: None; ,Trailer: Eu Me Importo,TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:27,Not latest view,BR (Brazil)
Nicole,2021-03-07 01:26:26,00:31:20,,Por Trás de Seus Olhos: Minissérie: Encontros ao acaso (Episódio 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:40:18,Not latest view,BR (Brazil)
Nicole,2021-03-06 03:18:36,00:08:51,,Por Trás de Seus Olhos: Minissérie: Encontros ao acaso (Episódio 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:08:58,Not latest view,BR (Brazil)
Nicole,2021-03-06 03:15:48,00:00:07,Autoplayed: user action: None; ,Trailer: Faz de Conta que NY é uma Cidade,TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:07,00:00:07,BR (Brazil)
Nicole,2021-03-06 03:14:13,00:00:47,Autoplayed: user action: None; ,Trailer: O Tigre Branco,TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:47,00:00:47,BR (Brazil)
Nicole,2021-03-06 03:12:55,00:00:24,Autoplayed: user action: None; ,Trailer: Malcolm & Marie,TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:24,Not latest view,BR (Brazil)
Nicole,2021-03-06 03:11:58,00:00:14,Autoplayed: user action: None; ,Trailer: Malcolm & Marie,TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:14,Not latest view,BR (Brazil)
Nicole,2021-03-06 03:10:19,00:00:16,Autoplayed: user action: None; ,Temporada 1 (Trailer): Intervenção Canina,TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:16,00:00:16,BR (Brazil)
Nicole,2021-03-06 03:07:53,00:00:18,Autoplayed: user action: None; ,Trailer: Malcolm & Marie,TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:18,Not latest view,BR (Brazil)
Nicole,2021-03-05 01:29:50,00:15:38,,Fate: A Saga Winx: Temporada 1: Assassino na escola (Episódio 4),,Netflix Chrome MAC (Cadmium) HTML 5,00:28:33,Not latest view,BR (Brazil)
Nicole,2021-03-05 01:29:17,00:00:07,Autoplayed: user action: None; ,INVISIBLECITY_S1_CLIP_MAINCHARACTER,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:07,Not latest view,BR (Brazil)
Nicole,2021-03-04 03:12:12,00:00:37,,Me Chame Pelo Seu Nome,,DefaultWidevineAndroidPhone,02:09:26,02:09:26,BR (Brazil)
Nicole,2021-03-04 01:00:07,02:10:27,,Me Chame Pelo Seu Nome,,DefaultWidevineAndroidPhone,02:08:20,Not latest view,BR (Brazil)
Nicole,2021-03-04 00:43:12,00:00:19,Autoplayed: user action: None; ,Grey's Anatomy: Season 1_hook_primary_16x9,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:19,00:00:19,BR (Brazil)
Nicole,2021-03-03 01:56:05,00:12:55,,Fate: A Saga Winx: Temporada 1: Assassino na escola (Episódio 4),,Netflix Chrome MAC (Cadmium) HTML 5,00:12:55,Not latest view,BR (Brazil)
Nicole,2021-03-03 01:55:59,00:00:04,Autoplayed: user action: None; ,Fate: The Winx Saga: Season 1 (CUF Trailer ),TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:04,00:00:04,BR (Brazil)
Nicole,2021-03-03 01:52:19,00:00:06,Autoplayed: user action: None; ,Modern Family: Season 1_hook_primary_16x9,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:06,Not latest view,BR (Brazil)
Nicole,2021-03-02 01:03:18,00:00:05,Autoplayed: user action: None; ,BEHINDHEREYESLS_CLIP_PLOT,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:05,00:00:05,BR (Brazil)
Nicole,2021-03-01 00:30:23,00:30:15,,Amor Em Little Italy,,Netflix Chrome MAC (Cadmium) HTML 5,00:34:15,00:34:15,BR (Brazil)
Nicole,2021-03-01 00:24:41,00:00:06,Autoplayed: user action: None; ,Trailer: Eu Me Importo,TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:06,Not latest view,BR (Brazil)
Nicole,2021-03-01 00:23:57,00:00:11,Autoplayed: user action: None; ,BEHINDHEREYESLS_CLIP_PLOT,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:23,Not latest view,BR (Brazil)
Nicole,2021-03-01 00:23:32,00:00:16,Autoplayed: user action: None; ,BEHINDHEREYESLS_CLIP_PLOT,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:16,Not latest view,BR (Brazil)
Nicole,2021-02-28 01:03:24,00:31:05,,Fate: A Saga Winx: Temporada 1: Falsas esperanças (Episódio 3),,Netflix Chrome MAC (Cadmium) HTML 5,00:49:21,00:49:21,BR (Brazil)
Nicole,2021-02-27 00:59:53,00:19:29,,Fate: A Saga Winx: Temporada 1: Falsas esperanças (Episódio 3),,Netflix Chrome MAC (Cadmium) HTML 5,00:19:46,Not latest view,BR (Brazil)
Nicole,2021-02-26 03:46:18,00:00:11,Autoplayed: user action: None; ,Fate: A Saga Winx: Temporada 1: Falsas esperanças (Episódio 3),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:17,Not latest view,BR (Brazil)
Nicole,2021-02-26 03:27:08,00:19:09,,Fate: A Saga Winx: Temporada 1: É só liberar a mente (Episódio 2),,Netflix Chrome MAC (Cadmium) HTML 5,00:45:33,00:45:33,BR (Brazil)
Nicole,2021-02-25 02:22:48,00:00:06,Autoplayed: user action: None; ,High Society_hook_primary_16x9,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:06,00:00:06,BR (Brazil)
Nicole,2021-02-25 02:22:12,00:00:16,Autoplayed: user action: None; ,Duck Butter_hook_01_16x9,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:16,Not latest view,BR (Brazil)
Nicole,2021-02-25 02:21:36,00:00:05,Autoplayed: user action: None; ,Dry Martina_hook_primary_16x9,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:05,00:00:05,BR (Brazil)
Nicole,2021-02-25 02:20:01,00:00:04,Autoplayed: user action: None; ,Crashing (Trailer),TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:05,00:00:05,BR (Brazil)
Nicole,2021-02-25 02:19:21,00:00:24,Autoplayed: user action: None; ,50M2_S1_CLIP_MAINCHARACTER,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:24,00:00:24,BR (Brazil)
Nicole,2021-02-25 02:18:55,00:00:08,Autoplayed: user action: None; ,The Twilight Saga: Breaking Dawn: Part 2_hook_primary_16x9,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:08,00:00:08,BR (Brazil)
Nicole,2021-02-25 02:18:32,00:00:07,,Por Trás de Seus Olhos: Minissérie: Encontros ao acaso (Episódio 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:07,Not latest view,BR (Brazil)
Nicole,2021-02-25 02:17:54,00:00:32,Autoplayed: user action: None; ,BEHINDHEREYESLS_CLIP_PLOT,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:32,Not latest view,BR (Brazil)
Nicole,2021-02-25 02:17:18,00:00:08,Autoplayed: user action: None; ,GINNYANDGEORGIA_S1_CLIP_HIGHEMOTION,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:08,00:00:08,BR (Brazil)
Nicole,2021-02-17 02:40:01,00:00:09,Autoplayed: user action: None; ,Collection 1 Portrait Product Preview: The Big Day,PREVIEW,Netflix Chrome MAC (Cadmium) HTML 5,00:00:09,00:00:09,BR (Brazil)
Nicole,2021-02-17 02:39:22,00:00:06,Autoplayed: user action: None; ,INVISIBLECITY_S1_CLIP_MAINCHARACTER,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:06,Not latest view,BR (Brazil)
Nicole,2021-02-16 01:28:17,00:21:13,,Una,,Netflix Chrome MAC (Cadmium) HTML 5,00:26:33,00:26:33,BR (Brazil)
Nicole,2021-02-16 01:27:46,00:00:21,Autoplayed: user action: None; ,Nada Santo (Trailer),TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:21,00:00:21,BR (Brazil)
Nicole,2021-02-16 01:27:14,00:00:05,Autoplayed: user action: None; ,Dry Martina_hook_primary_16x9,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:05,Not latest view,BR (Brazil)
Nicole,2021-02-16 01:25:17,00:00:47,Autoplayed: user action: None; ,Ponte Aérea_hook_02_16x9,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:47,Not latest view,BR (Brazil)
Nicole,2021-02-16 01:24:44,00:00:07,Autoplayed: user action: None; ,Trailer: Amor²,TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:07,00:00:07,BR (Brazil)
Nicole,2021-02-16 01:16:03,00:08:38,,Amigas para Sempre: Temporada 1: Gente nova na rua (Episódio 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:08:38,00:08:38,BR (Brazil)
Nicole,2021-02-16 01:15:56,00:00:04,Autoplayed: user action: None; ,FIREFLYLANE_S1_CLIP_PLOT,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:04,00:00:04,BR (Brazil)
Nicole,2021-02-03 17:32:29,00:09:16,,Amizade Dolorida: Temporada 2: Dias de cão (Episódio 2),,Netflix Chrome MAC (Cadmium) HTML 5,00:10:10,00:10:10,BR (Brazil)
Nicole,2021-02-03 17:31:26,00:00:39,Autoplayed: user action: None; ,FIREFLYLANE_S1_CLIP_MAINCHARACTER,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:00,00:00:00,BR (Brazil)
Nicole,2021-02-03 00:45:35,00:00:58,,Amizade Dolorida: Temporada 2: Dias de cão (Episódio 2),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:54,Not latest view,BR (Brazil)
Nicole,2021-02-03 00:42:05,00:01:15,,Amizade Dolorida: Temporada 2: Dias de cão (Episódio 2),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:27,Not latest view,BR (Brazil)
Nicole,2021-02-03 00:01:29,00:26:24,Autoplayed: user action: Unspecified; ,Fate: A Saga Winx: Temporada 1: É só liberar a mente (Episódio 2),,Sony PS4,00:26:24,Not latest view,BR (Brazil)
Nicole,2021-02-02 00:18:51,00:00:05,Autoplayed: user action: None; ,Amizade Dolorida: Temporada 2: Dias de cão (Episódio 2),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:13,Not latest view,BR (Brazil)
Nicole,2021-02-02 00:00:24,00:16:41,,Amizade Dolorida: Temporada 2: Gostos exóticos (Episódio 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:16:41,00:16:41,BR (Brazil)
Nicole,2021-02-02 00:00:10,00:00:12,,"Amizade Dolorida: Temporada 1: Velhos amigos, novos nomes (Episódio 1)",,Netflix Chrome MAC (Cadmium) HTML 5,00:00:29,00:00:29,BR (Brazil)
Nicole,2021-01-31 19:29:51,00:00:15,Autoplayed: user action: None; ,Temporada 1 (Trailer): Next in Fashion,TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:15,00:00:15,BR (Brazil)
Nicole,2021-01-31 18:33:41,00:51:47,,Spin Out: Temporada 1: Beije e chore (Episódio 10),,Netflix Chrome MAC (Cadmium) HTML 5,00:54:28,00:54:28,BR (Brazil)
Nicole,2021-01-31 18:13:30,00:15:49,,Spin Out: Temporada 1: A melhor mãe do mundo (Episódio 9),,Netflix Chrome MAC (Cadmium) HTML 5,00:45:14,00:45:14,BR (Brazil)
Nicole,2021-01-31 13:10:44,00:00:02,Autoplayed: user action: None; ,Fate: A Saga Winx: Temporada 1: É só liberar a mente (Episódio 2),,Sony PS4,00:00:07,Not latest view,BR (Brazil)
Nicole,2021-01-31 12:17:27,00:51:13,,Fate: A Saga Winx: Temporada 1: Outro Mundo (Episódio 1),,Sony PS4,00:51:13,00:51:13,BR (Brazil)
Nicole,2021-01-31 12:17:18,00:00:07,Autoplayed: user action: None; ,Fate: The Winx Saga: Season 1 (CUF Trailer ),TRAILER,Sony PS4,00:00:07,Not latest view,BR (Brazil)
Nicole,2021-01-31 12:17:12,00:00:04,Autoplayed: user action: None; ,Trailer – Abaixo de Zero,TRAILER,Sony PS4,00:00:04,00:00:04,BR (Brazil)
Nicole,2021-01-30 00:29:25,00:18:42,,Spin Out: Temporada 1: A melhor mãe do mundo (Episódio 9),,Netflix Chrome MAC (Cadmium) HTML 5,00:29:55,Not latest view,BR (Brazil)
Nicole,2021-01-30 00:02:12,00:05:36,Autoplayed: user action: None; ,Brooklyn Nine-Nine: Temporada 4: O trabalho no banco (Episódio 21),,Sony PS4,00:05:36,00:05:36,BR (Brazil)
Nicole,2021-01-29 23:40:53,00:21:17,Autoplayed: user action: Unspecified; ,Brooklyn Nine-Nine: Temporada 4: O matadouro (Episódio 20),,Sony PS4,00:21:17,00:21:17,BR (Brazil)
Nicole,2021-01-29 23:39:53,00:00:02,Autoplayed: user action: Visibility_Timeout; ,Dix pour cent: Temporada 1: Line e Françoise (Episódio 2),,Sony PS4,00:00:07,00:00:07,BR (Brazil)
Nicole,2021-01-29 23:32:27,00:00:10,Autoplayed: user action: None; ,Trailer: Amor²,TRAILER,Sony PS4,00:00:10,Not latest view,BR (Brazil)
Nicole,2021-01-29 23:32:14,00:00:07,Autoplayed: user action: None; ,Temporada 1 (Trailer): Intervenção Canina,TRAILER,Sony PS4,00:00:07,Not latest view,BR (Brazil)
Nicole,2021-01-29 23:31:43,00:00:28,Autoplayed: user action: None; ,Temporada 1 (Trailer): Ginny e Georgia,TRAILER,Sony PS4,00:00:28,00:00:28,BR (Brazil)
Nicole,2021-01-29 23:31:24,00:00:05,Autoplayed: user action: None; ,O Último Paraíso (Trailer),TRAILER,Sony PS4,00:00:05,Not latest view,BR (Brazil)
Nicole,2021-01-29 23:30:27,00:00:05,Autoplayed: user action: None; ,Trailer: Afonso Padilha: Alma de Pobre,TRAILER,Sony PS4,00:00:05,00:00:05,BR (Brazil)
Nicole,2021-01-29 23:28:38,00:01:07,Autoplayed: user action: Unspecified; ,Zona Rosa: Temporada 1: Manu NNa (Episódio 1),,Sony PS4,00:01:07,00:01:07,BR (Brazil)
